gene_id_Zm	OG	module_num	module_color	sink_source	hub_ranking_kME	description (maizeGDB's maizemine)
Zm00001eb100960	OG0019848	3	brown	source	0.44702572	CXE carboxylesterase
Zm00001eb206030	OG0012266	3	brown	source	0.44643586	TBCC domain-containing protein 1
Zm00001eb236410	OG0012266	3	brown	source	0.44643586	TBCC domain-containing protein 1
Zm00001eb054050	OG0003014	3	brown	source	0.44283283	Lipoxygenase
Zm00001eb216870	OG0003014	3	brown	source	0.44283283	Linoleate 9S-lipoxygenase 1
Zm00001eb125930	OG0020765	3	brown	source	0.44031294	protein O-linked-mannose beta-1
Zm00001eb001280	OG0014071	3	brown	source	0.44004787	#N/A
Zm00001eb147290	OG0013128	3	brown	source	0.43978514	Sialyltransferase-like protein 1
Zm00001eb366950	OG0013128	3	brown	source	0.43978514	Sialyltransferase-like protein 1
Zm00001eb434290	OG0015785	3	brown	source	0.43900276	Serine/threonine-protein kinase STY46
Zm00001eb156770	OG0011592	3	brown	source	0.43724757	UPF0678 fatty acid-binding protein-like protein
Zm00001eb173330	OG0018396	3	brown	source	0.43714042	F-box/kelch-repeat protein At1g22040
Zm00001eb426690	OG0017460	3	brown	source	0.43251612	Hexosyltransferase
Zm00001eb413670	OG0005763	3	brown	source	0.43144776	Non-specific serine/threonine protein kinase
Zm00001eb245250	OG0019745	3	brown	source	0.43114091	Nitrate transporter 1.3
Zm00001eb226680	OG0013991	3	brown	source	0.42893779	Oligopeptide transporter-like protein
Zm00001eb160830	OG0020263	3	brown	source	0.42728226	Aldedh domain-containing protein
Zm00001eb249340	OG0020885	3	brown	source	0.42389822	PPPDE domain-containing protein
Zm00001eb249230	OG0004923	3	brown	source	0.42250918	Triacylglycerol lipase like protein
Zm00001eb316070	OG0002938	3	brown	source	0.42097773	Cellulose synthase-like protein E6
Zm00001eb322190	OG0007503	3	brown	source	0.42000547	UDP-glycosyltransferase 71B1
Zm00001eb392880	OG0006014	3	brown	source	0.41945542	Sucrose synthase
Zm00001eb041850	OG0003573	3	brown	source	0.41762754	H15 domain-containing protein
Zm00001eb179440	OG0003573	3	brown	source	0.41762754	High mobility group
Zm00001eb227130	OG0022837	3	brown	source	0.4120809	GGACT domain-containing protein
Zm00001eb418750	OG0005564	3	brown	source	0.41098791	Ion channel regulatory protein
Zm00001eb362380	OG0004571	3	brown	source	0.40803304	Exocyst complex component EXO70A1-like
Zm00001eb162430	OG0005927	3	brown	source	0.40709556	DCD domain-containing protein
Zm00001eb356520	OG0005927	3	brown	source	0.40709556	DCD domain-containing protein
Zm00001eb028980	OG0003115	3	brown	source	0.40647919	Putative Nucleic acid-binding
Zm00001eb136620	OG0003115	3	brown	source	0.40647919	Putative Nucleic acid-binding
Zm00001eb305760	OG0003115	3	brown	source	0.40647919	Putative Nucleic acid-binding
Zm00001eb208690	OG0009340	3	brown	source	0.40576317	Bax inhibitor 1
Zm00001eb230820	OG0009340	3	brown	source	0.40576317	Bax inhibitor 1
Zm00001eb409910	OG0018417	3	brown	source	0.40542608	soluble starch synthase 2-3
Zm00001eb357690	OG0001481	3	brown	source	0.40491571	Aldo/keto reductase family oxidoreductase
Zm00001eb358310	OG0001481	3	brown	source	0.40491571	Auxin-induced protein PCNT115
Zm00001eb316440	OG0019854	3	brown	source	0.40397479	BPI2 domain-containing protein
Zm00001eb068580	OG0018938	3	brown	source	0.40350329	Glycerol kinase
Zm00001eb144450	OG0009967	3	brown	source	0.40304304	Transcription factor bHLH128
Zm00001eb298340	OG0021083	3	brown	source	0.40268303	Dirigent protein (Fragment)
Zm00001eb063760	OG0002078	3	brown	source	0.39388974	
Zm00001eb142620	OG0002078	3	brown	source	0.39388974	Random slug protein 5
Zm00001eb142630	OG0002078	3	brown	source	0.39388974	CRAL-TRIO domain-containing protein
Zm00001eb149840	OG0010000	3	brown	source	0.39351978	Laminin subunit gamma-3
Zm00001eb158650	OG0010064	3	brown	source	0.39071353	
Zm00001eb359280	OG0010064	3	brown	source	0.39071353	
Zm00001eb121650	OG0015024	3	brown	source	0.39013208	3'-N-debenzoyl-2'-deoxytaxol N-benzoyltransferase
Zm00001eb208120	OG0012196	3	brown	source	0.38896205	Molybdopterin synthase catalytic subunit
Zm00001eb154790	OG0018141	3	brown	source	0.38679052	Tryptophan aminotransferase-related protein 4
Zm00001eb028160	OG0018061	3	brown	source	0.38380473	BZIP domain-containing protein
Zm00001eb191290	OG0005574	3	brown	source	0.3825812	Pumilio-like protein 4
Zm00001eb259050	OG0005574	3	brown	source	0.3825812	Pumilio RNA-binding repeat
Zm00001eb052000	OG0007850	3	brown	source	0.38137217	VQ domain-containing protein
Zm00001eb217380	OG0007850	3	brown	source	0.38137217	VQ domain-containing protein
Zm00001eb234730	OG0013931	3	brown	source	0.38098438	Cinnamyl alcohol dehydrogenase
Zm00001eb094960	OG0008853	3	brown	source	0.38087293	THO complex subunit 4A
Zm00001eb303850	OG0008853	3	brown	source	0.38087293	THO complex subunit 4A
Zm00001eb008070	OG0008464	3	brown	source	0.37815996	#N/A
Zm00001eb149520	OG0013151	3	brown	source	0.37611478	probable serine/threonine-protein kinase PBL1
Zm00001eb194060	OG0006352	3	brown	source	0.37524234	Glycosyltransferase
Zm00001eb057840	OG0019937	3	brown	source	0.37389809	Alpha-1
Zm00001eb208590	OG0001287	3	brown	source	0.37345428	UDP-glycosyltransferase 88B1
Zm00001eb291330	OG0001287	3	brown	source	0.37345428	UDP-glycosyltransferase 88B1
Zm00001eb293450	OG0001287	3	brown	source	0.37345428	Glycosyltransferase
Zm00001eb305310	OG0001287	3	brown	source	0.37345428	UDP-glycosyltransferase 88B1
Zm00001eb350960	OG0001287	3	brown	source	0.37345428	UDP-glycosyltransferase 88B1
Zm00001eb014490	OG0001682	3	brown	source	0.37270668	cAMP-regulated phosphoprotein 19-related protein isoform 2
Zm00001eb396310	OG0001682	3	brown	source	0.37270668	Negatively light-regulated protein
Zm00001eb139460	OG0016817	3	brown	source	0.37035793	Serine/threonine-protein kinase STY46
Zm00001eb407550	OG0016817	3	brown	source	0.37035793	Serine/threonine-protein kinase STY46
Zm00001eb375190	OG0013244	3	brown	source	0.36897749	Cys/Met metabolism
Zm00001eb126510	OG0013322	3	brown	source	0.36177922	deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog
Zm00001eb334290	OG0013322	3	brown	source	0.36177922	deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog isoform X1
Zm00001eb244780	OG0023295	3	brown	source	0.35225544	Ubiquitin carboxyl-terminal hydrolase
Zm00001eb183430	OG0012291	3	brown	source	0.34294715	Brix domain-containing protein
Zm00001eb245760	OG0012291	3	brown	source	0.34294715	Brix domain-containing protein
Zm00001eb049820	OG0023254	3	brown	source	0.3424217	
Zm00001eb379340	OG0014533	3	brown	source	0.33893592	GRAS domain-containing protein
Zm00001eb157820	OG0006200	3	brown	source	0.338507	Acidic endochitinase
Zm00001eb191090	OG0003950	3	brown	source	0.33342073	Mediator of RNA polymerase II transcription subunit 36a
Zm00001eb216560	OG0003950	3	brown	source	0.33342073	Putative mediator of RNA polymerase II transcription subunit 36b
Zm00001eb370150	OG0018124	3	brown	source	0.33152689	TLC domain-containing protein
Zm00001eb053090	OG0018287	3	brown	source	0.32482494	Nodulin-like domain-containing protein
Zm00001eb183010	OG0010371	3	brown	source	0.32410427	Nucleosome assembly protein (NAP)
Zm00001eb244920	OG0010371	3	brown	source	0.32410427	Nucleosome assembly protein (NAP)
Zm00001eb281880	OG0023047	3	brown	source	0.322272	Nodulin-like domain-containing protein
Zm00001eb375010	OG0023047	3	brown	source	0.322272	Nodulin-like domain-containing protein
Zm00001eb044860	OG0022661	3	brown	source	0.32128665	Alpha-galactosidase
Zm00001eb250110	OG0010400	3	brown	source	0.31865707	Cellular retinaldehyde-binding/triple function
Zm00001eb028060	OG0008677	3	brown	source	0.31864283	Bifunctional nuclease 2
Zm00001eb176850	OG0008677	3	brown	source	0.31864283	Bifunctional nuclease 2
Zm00001eb163690	OG0014655	3	brown	source	0.31775455	Exostosin domain-containing protein
Zm00001eb405560	OG0014655	3	brown	source	0.31775455	Exostosin domain-containing protein
Zm00001eb335710	OG0011733	3	brown	source	0.31420788	Peptide transporter PTR1
Zm00001eb330890	OG0014544	3	brown	source	0.31168941	Stress responsive protein 1
Zm00001eb330900	OG0014544	3	brown	source	0.31168941	Stress responsive protein 1
Zm00001eb135550	OG0009888	3	brown	source	0.29869061	Auxin-responsive protein IAA30
Zm00001eb003540	OG0018697	3	brown	source	0.29663649	#N/A
Zm00001eb247000	OG0010384	3	brown	source	0.29439535	Temperature-induced lipocalin
Zm00001eb283070	OG0002193	3	brown	source	0.29215954	
Zm00001eb283080	OG0002193	3	brown	source	0.29215954	SH3 and FCH domain-containing protein
Zm00001eb330040	OG0009255	3	brown	source	0.28826401	Exocyst complex component Sec8
Zm00001eb182980	OG0010775	3	brown	source	0.28393382	Putative WRKY transcription factor 19
Zm00001eb244890	OG0010775	3	brown	source	0.28393382	Putative WRKY transcription factor 19
Zm00001eb181880	OG0004466	3	brown	source	0.28188603	Alkaline/neutral invertase
Zm00001eb243380	OG0004466	3	brown	source	0.28188603	Alkaline/neutral invertase
Zm00001eb255610	OG0019389	3	brown	source	0.27339546	Usp domain-containing protein
Zm00001eb085330	OG0001795	3	brown	source	0.27025312	Farnesylated protein 3
Zm00001eb241840	OG0001795	3	brown	source	0.27025312	Farnesylated protein 3
Zm00001eb421180	OG0001795	3	brown	source	0.27025312	Farnesylated protein 3
Zm00001eb043090	OG0022010	3	brown	source	0.26223331	Pre-mRNA-splicing factor SYF2 (Fragment)
Zm00001eb274890	OG0003342	3	brown	source	0.26108772	Glutamine dumper 3
Zm00001eb389560	OG0003342	3	brown	source	0.26108772	Glutamine dumper 3
Zm00001eb122730	OG0016646	3	brown	source	0.23947826	MAPK kinase substrate protein
Zm00001eb138300	OG0009077	3	brown	source	0.2265804	Glutathione transferase
Zm00001eb242420	OG0012961	2	blue	source	0.84349718	ERD1 protein
Zm00001eb334160	OG0007797	2	blue	source	0.82697581	Putative NAM (No apical meristem) protein
Zm00001eb231810	OG0017149	2	blue	source	0.82684829	Pheophytinase
Zm00001eb121990	OG0001720	2	blue	source	0.82360548	1-aminocyclopropane-1-carboxylic acid oxidase 4-like protein (Fragment)
Zm00001eb101980	OG0009189	2	blue	source	0.81019627	AT-hook motif nuclear-localized protein
Zm00001eb316850	OG0009189	2	blue	source	0.81019627	AT-hook motif nuclear-localized protein
Zm00001eb376630	OG0009733	2	blue	source	0.80742531	RING-type E3 ubiquitin ligase
Zm00001eb103480	OG0007133	2	blue	source	0.80306148	Staygreen domain-containing protein
Zm00001eb319560	OG0007133	2	blue	source	0.80306148	Senescence-inducible chloroplast stay-green protein 1
Zm00001eb330850	OG0012150	2	blue	source	0.80032755	NAC transcription factor ONAC010
Zm00001eb165000	OG0003897	2	blue	source	0.79904103	Typical P-type R2R3 Myb protein (Fragment)
Zm00001eb285520	OG0018891	2	blue	source	0.79193811	Beta-glucosidase 22
Zm00001eb055470	OG0004683	2	blue	source	0.7835863	Proton-dependent oligopeptide transporter
Zm00001eb317940	OG0006712	2	blue	source	0.78309944	Transferase transferring acyl groups other than amino-acyl groups
Zm00001eb100260	OG0008818	2	blue	source	0.77990257	Oryzain gamma chain
Zm00001eb314220	OG0008818	2	blue	source	0.77990257	Thiol protease aleurain
Zm00001eb194450	OG0018466	2	blue	source	0.77842142	F-box/kelch-repeat protein SKIP11
Zm00001eb402430	OG0012785	2	blue	source	0.77217961	
Zm00001eb100180	OG0011627	2	blue	source	0.76790715	Aldehyde dehydrogenase (NAD( ))
Zm00001eb135910	OG0016203	2	blue	source	0.76602995	NAC domain-containing protein
Zm00001eb189240	OG0017148	2	blue	source	0.76500952	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Zm00001eb112840	OG0009424	2	blue	source	0.76103363	WRKY domain-containing protein
Zm00001eb169460	OG0009424	2	blue	source	0.76103363	WRKY domain-containing protein
Zm00001eb068400	OG0012526	2	blue	source	0.76044766	Oryzain alpha chain
Zm00001eb432170	OG0012526	2	blue	source	0.76044766	Oryzain alpha chain
Zm00001eb160900	OG0003509	2	blue	source	0.75962142	
Zm00001eb160910	OG0003509	2	blue	source	0.75962142	
Zm00001eb160920	OG0003509	2	blue	source	0.75962142	
Zm00001eb160930	OG0003509	2	blue	source	0.75962142	
Zm00001eb160940	OG0003509	2	blue	source	0.75962142	
Zm00001eb160960	OG0003509	2	blue	source	0.75962142	
Zm00001eb160970	OG0003509	2	blue	source	0.75962142	
Zm00001eb160980	OG0003509	2	blue	source	0.75962142	
Zm00001eb302900	OG0003509	2	blue	source	0.75962142	
Zm00001eb015630	OG0012720	2	blue	source	0.75423359	NAC domain-containing protein
Zm00001eb395320	OG0012720	2	blue	source	0.75423359	NAC domain-containing protein
Zm00001eb162210	OG0010825	2	blue	source	0.75208807	Vacuolar-processing enzyme
Zm00001eb356840	OG0010825	2	blue	source	0.75208807	Vacuolar-processing enzyme
Zm00001eb240440	OG0015889	2	blue	source	0.75041434	ADP
Zm00001eb322580	OG0007143	2	blue	source	0.74810122	Cathepsin B
Zm00001eb295310	OG0021378	2	blue	source	0.74626811	Fe2OG dioxygenase domain-containing protein
Zm00001eb030190	OG0013018	2	blue	source	0.74359211	C2H2 zinc finger protein 1
Zm00001eb144680	OG0016428	2	blue	source	0.74272475	Ribonuclease T(2)
Zm00001eb156680	OG0002172	2	blue	source	0.74191937	Diacylglycerol O-acyltransferase
Zm00001eb321550	OG0018568	2	blue	source	0.73595996	Beta-ureidopropionase
Zm00001eb138040	OG0017849	2	blue	source	0.73448415	WRKY transcription factor
Zm00001eb264780	OG0017849	2	blue	source	0.73448415	DNA-binding WRKY
Zm00001eb265270	OG0015101	2	blue	source	0.73317734	Isovaleryl-CoA dehydrogenase mitochondrial
Zm00001eb355050	OG0015101	2	blue	source	0.73317734	Isovaleryl-CoA dehydrogenase mitochondrial
Zm00001eb147010	OG0008726	2	blue	source	0.73290025	Transcription factor DIVARICATA
Zm00001eb366790	OG0008726	2	blue	source	0.73290025	Transcription factor DIVARICATA
Zm00001eb005530	OG0014470	2	blue	source	0.72849913	#N/A
Zm00001eb402180	OG0014470	2	blue	source	0.72849913	F-box/kelch-repeat protein SKIP11
Zm00001eb369650	OG0021720	2	blue	source	0.72835283	Phosphatidylinositol 4
Zm00001eb338980	OG0011763	2	blue	source	0.7280172	Mitochondrial arginine transporter BAC2
Zm00001eb081280	OG0002431	2	blue	source	0.72531919	
Zm00001eb081290	OG0002431	2	blue	source	0.72531919	Pterin-binding domain-containing protein
Zm00001eb423830	OG0002431	2	blue	source	0.72531919	Pterin-binding domain-containing protein
Zm00001eb003760	OG0022344	2	blue	source	0.72298852	#N/A
Zm00001eb192910	OG0011392	2	blue	source	0.72248804	Lysine-ketoglutarate reductase/saccharopine dehydrogenase1
Zm00001eb095340	OG0001477	2	blue	source	0.72101021	Patellin-1
Zm00001eb095740	OG0001477	2	blue	source	0.72101021	Patellin-1
Zm00001eb146220	OG0001477	2	blue	source	0.72101021	Patellin-5
Zm00001eb288670	OG0001477	2	blue	source	0.72101021	Cellular retinaldehyde binding/alpha-tocopherol transport
Zm00001eb348800	OG0001477	2	blue	source	0.72101021	GOLD domain-containing protein
Zm00001eb366530	OG0001477	2	blue	source	0.72101021	Patellin-5
Zm00001eb148570	OG0008738	2	blue	source	0.72023082	C2H2L domain class transcription factor
Zm00001eb368050	OG0008738	2	blue	source	0.72023082	Zinc finger protein ZAT8
Zm00001eb203470	OG0005896	2	blue	source	0.71905621	3-hydroxyacyl-CoA dehydrogenase
Zm00001eb237380	OG0005896	2	blue	source	0.71905621	3-hydroxyacyl-CoA dehydrogenase
Zm00001eb237390	OG0005896	2	blue	source	0.71905621	3-hydroxyacyl-CoA dehydrogenase
Zm00001eb050460	OG0015054	2	blue	source	0.71849101	Ornithine aminotransferase
Zm00001eb199410	OG0015691	2	blue	source	0.71709407	BTB/POZ domain-containing protein At1g55760
Zm00001eb046510	OG0015084	2	blue	source	0.71465975	Purine catabolism regulatory protein
Zm00001eb119100	OG0010227	2	blue	source	0.71424669	UBC core domain-containing protein
Zm00001eb399020	OG0010227	2	blue	source	0.71424669	Putative ubiquitin-conjugating enzyme E2 25
Zm00001eb005990	OG0014467	2	blue	source	0.71355737	#N/A
Zm00001eb063680	OG0015437	2	blue	source	0.71174893	Electron transfer flavoprotein subunit alpha
Zm00001eb084820	OG0014290	2	blue	source	0.70755647	AT-rich interactive domain-containing protein 1A-like isoform X3
Zm00001eb421430	OG0014290	2	blue	source	0.70755647	Putative AP2/EREBP transcription factor superfamily protein
Zm00001eb030970	OG0014707	2	blue	source	0.7062061	Ureidoglycolate hydrolase
Zm00001eb020590	OG0020353	2	blue	source	0.70531247	3-oxo-Delta(4
Zm00001eb130640	OG0016600	2	blue	source	0.70422253	Peripheral subunit-binding (PSBD) domain-containing protein (Fragment)
Zm00001eb021020	OG0003088	2	blue	source	0.70330022	Xanthine dehydrogenase 1
Zm00001eb417490	OG0004634	2	blue	source	0.69906048	WRKY domain-containing protein
Zm00001eb218390	OG0018288	2	blue	source	0.69887799	chlorophyll(Ide) b reductase NOL
Zm00001eb227330	OG0014713	2	blue	source	0.69878512	glycosyltransferase family 64 protein C4-like
Zm00001eb279030	OG0011219	2	blue	source	0.69833878	
Zm00001eb373380	OG0011219	2	blue	source	0.69833878	
Zm00001eb044260	OG0018310	2	blue	source	0.69795165	Calcium uniporter protein
Zm00001eb335070	OG0013331	2	blue	source	0.69717729	Aspergillus nuclease S(1)
Zm00001eb258600	OG0019402	2	blue	source	0.69636657	Glutathione reductase
Zm00001eb285170	OG0022883	2	blue	source	0.69436357	Eukaryotic peptide chain release factor subunit 1-3
Zm00001eb053680	OG0023248	2	blue	source	0.69363118	
Zm00001eb065070	OG0006387	2	blue	source	0.69150724	
Zm00001eb325110	OG0006387	2	blue	source	0.69150724	FYVE-type domain-containing protein
Zm00001eb269490	OG0004516	2	blue	source	0.69025739	Probable E3 ubiquitin-protein ligase XBOS36
Zm00001eb378520	OG0004516	2	blue	source	0.69025739	Putative E3 ubiquitin-protein ligase XBOS36
Zm00001eb402440	OG0014473	2	blue	source	0.68709616	
Zm00001eb150370	OG0010003	2	blue	source	0.68671311	Dihydropyrimidinase
Zm00001eb016980	OG0012636	2	blue	source	0.68404312	Acyl-coenzyme A oxidase
Zm00001eb083480	OG0012636	2	blue	source	0.68404312	Acyl-coenzyme A oxidase
Zm00001eb167230	OG0012636	2	blue	source	0.68404312	Acyl-coenzyme A oxidase
Zm00001eb200160	OG0012636	2	blue	source	0.68404312	Acyl-coenzyme A oxidase
Zm00001eb404990	OG0001886	2	blue	source	0.68360136	AMP-binding enzyme family protein
Zm00001eb286740	OG0012496	2	blue	source	0.68282158	Adenine/guanine permease AZG1
Zm00001eb119410	OG0014725	2	blue	source	0.68220754	probable chlorophyll(Ide) b reductase NYC1
Zm00001eb015570	OG0012721	2	blue	source	0.68220498	NAC domain-containing protein
Zm00001eb395380	OG0012721	2	blue	source	0.68220498	NAC domain-containing protein
Zm00001eb144000	OG0004832	2	blue	source	0.68029616	E3 ubiquitin-protein ligase RGLG1
Zm00001eb166380	OG0004832	2	blue	source	0.68029616	
Zm00001eb365180	OG0004832	2	blue	source	0.68029616	E3 ubiquitin-protein ligase RGLG1
Zm00001eb155240	OG0016507	2	blue	source	0.67803135	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
Zm00001eb314770	OG0013665	2	blue	source	0.67763867	Mitochondrial phosphate carrier protein 3
Zm00001eb154070	OG0013182	2	blue	source	0.67354354	Heat stress transcription factor C-1a
Zm00001eb098610	OG0006894	2	blue	source	0.67228075	DnaJ subfamily C member 2
Zm00001eb310970	OG0006894	2	blue	source	0.67228075	DnaJ subfamily C member 2
Zm00001eb098370	OG0002970	2	blue	source	0.67061879	Serine carboxypeptidase-like 19
Zm00001eb225050	OG0002970	2	blue	source	0.67061879	Serine carboxypeptidase-like 19
Zm00001eb334430	OG0020759	2	blue	source	0.67046158	acetyl-CoA acetyltransferase
Zm00001eb339970	OG0003198	2	blue	source	0.66865009	Embryo-abundant family protein
Zm00001eb253890	OG0018463	2	blue	source	0.66654951	Dihydrothymine dehydrogenase
Zm00001eb379510	OG0022891	2	blue	source	0.66192409	Homogentisate 1
Zm00001eb143050	OG0014790	2	blue	source	0.66163581	Histidine kinase2
Zm00001eb364280	OG0014790	2	blue	source	0.66163581	Histidine kinase2
Zm00001eb019250	OG0014390	2	blue	source	0.66137766	Protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1
Zm00001eb392710	OG0014390	2	blue	source	0.66137766	Protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1
Zm00001eb004210	OG0003015	2	blue	source	0.66135712	4-coumarate--CoA ligase-like 1
Zm00001eb395440	OG0017665	2	blue	source	0.65923244	RING-type E3 ubiquitin transferase
Zm00001eb224800	OG0009400	2	blue	source	0.65761392	NAC domain-containing protein
Zm00001eb142210	OG0011494	2	blue	source	0.6546862	Autophagy-related protein 18a
Zm00001eb363500	OG0011494	2	blue	source	0.6546862	Autophagy-related protein 18a
Zm00001eb158530	OG0018155	2	blue	source	0.65332672	Molybdate transporter 2
Zm00001eb366820	OG0021711	2	blue	source	0.65231752	Transposon protein Mutator sub-class
Zm00001eb335060	OG0008886	2	blue	source	0.64960407	transcription factor MYB62
Zm00001eb206780	OG0012260	2	blue	source	0.64871801	
Zm00001eb234280	OG0012260	2	blue	source	0.64871801	
Zm00001eb194500	OG0008006	2	blue	source	0.64841747	Aldehyde oxygenase (deformylating)
Zm00001eb254570	OG0008006	2	blue	source	0.64841747	Aldehyde oxygenase (deformylating)
Zm00001eb154440	OG0019514	2	blue	source	0.64677263	Ultraviolet-B receptor UVR8
Zm00001eb116580	OG0018524	2	blue	source	0.64613045	AAA domain-containing protein
Zm00001eb249430	OG0007073	2	blue	source	0.64606941	Chaperone protein dnaJ 2
Zm00001eb387270	OG0016268	2	blue	source	0.64357799	Protein kinase domain-containing protein
Zm00001eb239300	OG0008225	2	blue	source	0.64318867	Citrate synthase
Zm00001eb119130	OG0011767	2	blue	source	0.64202548	Salt stress root protein RS1
Zm00001eb339340	OG0011767	2	blue	source	0.64202548	Salt stress root protein RS1
Zm00001eb197890	OG0009625	2	blue	source	0.63992874	Respiratory burst oxidase
Zm00001eb335970	OG0016639	2	blue	source	0.63947871	Gamma-glutamyltranspeptidase 3
Zm00001eb209570	OG0015518	2	blue	source	0.63947295	Catalase
Zm00001eb305380	OG0013279	2	blue	source	0.63930069	Nucleotide-diphospho-sugar transferase family protein
Zm00001eb096220	OG0006329	2	blue	source	0.63768489	
Zm00001eb184870	OG0006329	2	blue	source	0.63768489	Two-component response regulator-like PRR1
Zm00001eb247330	OG0006329	2	blue	source	0.63768489	Two-component response regulator-like PRR1
Zm00001eb176050	OG0012443	2	blue	source	0.63752171	probable calcium-binding protein CML48
Zm00001eb352940	OG0014358	2	blue	source	0.63600298	Transmembrane protein 56
Zm00001eb089800	OG0001534	2	blue	source	0.63599674	Aconitate hydratase
Zm00001eb171440	OG0001534	2	blue	source	0.63599674	Aconitate hydratase
Zm00001eb419110	OG0001534	2	blue	source	0.63599674	Aconitate hydratase
Zm00001eb349510	OG0008334	2	blue	source	0.63577192	Auxin-induced protein 5NG4 (Fragment)
Zm00001eb077780	OG0008879	2	blue	source	0.63531152	
Zm00001eb333620	OG0008879	2	blue	source	0.63531152	Transcription initiation factor TFIID subunit 13-like isoform X1
Zm00001eb085320	OG0006579	2	blue	source	0.63506764	Putative metal-nicotianamine transporter YSL6
Zm00001eb294200	OG0017608	2	blue	source	0.6343382	Protein-serine/threonine phosphatase
Zm00001eb356420	OG0017608	2	blue	source	0.6343382	Protein-serine/threonine phosphatase
Zm00001eb124520	OG0001586	2	blue	source	0.63228022	Lecithin-cholesterol acyltransferase-like 1
Zm00001eb370460	OG0022586	2	blue	source	0.63152856	TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase
Zm00001eb145580	OG0007675	2	blue	source	0.63117314	NAC domain-containing protein
Zm00001eb288360	OG0022252	2	blue	source	0.63037379	NAC domain-containing protein
Zm00001eb006310	OG0011189	2	blue	source	0.63015895	#N/A
Zm00001eb154820	OG0014858	2	blue	source	0.6291321	Choline/ethanolamine kinase
Zm00001eb418690	OG0019384	2	blue	source	0.62899749	Ureohydrolase
Zm00001eb257760	OG0006726	2	blue	source	0.62769748	Leucine aminopeptidase 2
Zm00001eb296120	OG0002267	2	blue	source	0.62675892	Aspartic proteinase oryzasin-1
Zm00001eb343950	OG0002267	2	blue	source	0.62675892	Aspartic proteinase oryzasin-1
Zm00001eb085870	OG0005817	2	blue	source	0.62592322	dnaJ homolog subfamily C member 2-like
Zm00001eb085940	OG0005817	2	blue	source	0.62592322	dnaJ homolog subfamily C member 2-like
Zm00001eb391460	OG0005817	2	blue	source	0.62592322	
Zm00001eb391470	OG0005817	2	blue	source	0.62592322	DnaJ domain
Zm00001eb011750	OG0019154	2	blue	source	0.62405927	Peroxisomal nicotinamide adenine dinucleotide carrier
Zm00001eb171750	OG0011890	2	blue	source	0.62355429	5'-3' exoribonuclease
Zm00001eb232000	OG0012240	2	blue	source	0.62341147	Protein PHOSPHATE STARVATION RESPONSE 3
Zm00001eb296620	OG0020161	2	blue	source	0.62284411	
Zm00001eb100770	OG0005319	2	blue	source	0.6227347	Heat stress transcription factor B-2b
Zm00001eb314890	OG0005319	2	blue	source	0.6227347	Heat stress transcription factor B-2b
Zm00001eb290360	OG0017582	2	blue	source	0.62239315	Target of Myb protein 1-like
Zm00001eb409040	OG0018407	2	blue	source	0.62206195	2-oxoisovalerate dehydrogenase
Zm00001eb287340	OG0014187	2	blue	source	0.62105048	Peroxisomal adenine nucleotide carrier 1
Zm00001eb350910	OG0014187	2	blue	source	0.62105048	Peroxisomal adenine nucleotide carrier 1
Zm00001eb081420	OG0014264	2	blue	source	0.61982699	Steroid nuclear receptor ligand-binding
Zm00001eb294010	OG0017606	2	blue	source	0.61811644	Putative inositol polyphosphate phosphatase (Synaptogenin-like) family protein
Zm00001eb413700	OG0010210	2	blue	source	0.61808163	Equilibrative nucleotide transporter 1
Zm00001eb015320	OG0017667	2	blue	source	0.61460694	WRKY domain-containing protein
Zm00001eb408860	OG0018803	2	blue	source	0.6124704	NAC domain-containing protein
Zm00001eb316570	OG0004216	2	blue	source	0.61206765	Tonoplast dicarboxylate transporter
Zm00001eb193270	OG0017962	2	blue	source	0.61175593	
Zm00001eb268420	OG0010971	2	blue	source	0.61175217	RNA recognition motif domain
Zm00001eb379530	OG0010971	2	blue	source	0.61175217	Putative RNA recognition motif domain
Zm00001eb088050	OG0013874	2	blue	source	0.6101562	
Zm00001eb109640	OG0015596	2	blue	source	0.60987905	Signal peptidase complex subunit 1
Zm00001eb327820	OG0015596	2	blue	source	0.60987905	Signal peptidase complex-like protein DTM1
Zm00001eb327200	OG0010580	2	blue	source	0.60795623	Acidic leucine-rich nuclear phosphoprotein 32-related protein
Zm00001eb142950	OG0006157	2	blue	source	0.60648166	beclin-1-like protein isoform X1
Zm00001eb364100	OG0006157	2	blue	source	0.60648166	beclin-1-like protein isoform X1
Zm00001eb151030	OG0011556	2	blue	source	0.60522855	Protein odd-skipped
Zm00001eb223190	OG0021821	2	blue	source	0.60403829	Polynucleotidyl transferase
Zm00001eb060950	OG0008148	2	blue	source	0.6020413	Auxin-responsive protein IAA14
Zm00001eb212890	OG0008148	2	blue	source	0.6020413	Auxin-responsive protein IAA14
Zm00001eb195830	OG0001799	2	blue	source	0.60094963	Mini zinc finger protein 2
